dt,atm_id,region,total_withdrawn_amount_kwd,total_withdraw_txn_count,total_deposited_amount_kwd,total_deposit_txn_count,reported_dt,dup_flag
2021-01-16,ATM_0148,Kuwait City,1185.44,34,23.64,4,2021-01-16,false
2021-01-16,ATM_0150,Kuwait City,1179.89,39,11.49,2,2021-01-18,false
2021-01-16,ATM_0153,Hawalli,660.43,21,0.0,0,2021-01-16,false
2021-01-16,ATM_0154,Kuwait City,945.9,32,24.93,3,2021-01-16,false
2021-01-16,ATM_0165,Kuwait City,528.86,21,5.0,1,2021-01-16,false
2021-01-16,ATM_0171,Kuwait City,1115.01,41,30.2,6,2021-01-16,false
2021-01-16,ATM_0185,Hawalli,432.86,15,6.27,1,2021-01-16,false
2021-01-16,ATM_0186,Hawalli,776.79,24,7.62,1,2021-01-16,false
2021-01-16,ATM_0204,Kuwait City,560.16,20,7.74,1,2021-01-16,false
2021-01-16,ATM_0211,Kuwait City,669.86,25,24.22,4,2021-01-16,false
2021-01-16,ATM_0216,Hawalli,1090.15,43,26.92,4,2021-01-16,false
2021-01-16,ATM_0225,Farwaniya,1089.07,37,18.85,3,2021-01-16,false
2021-01-16,ATM_0230,Ahmadi,1155.57,40,5.0,1,2021-01-16,false
2021-01-16,ATM_0234,Kuwait City,1348.42,49,53.63,4,2021-01-16,false
2021-01-16,ATM_0236,Hawalli,1028.06,31,10.88,2,2021-01-16,false
2021-01-16,ATM_0249,Ahmadi,1020.46,38,25.01,3,2021-01-16,false
2021-01-17,ATM_0001,Hawalli,824.0,29,0.0,0,2021-01-17,false
2021-01-17,ATM_0007,Farwaniya,1049.83,31,15.51,3,2021-01-17,false
2021-01-17,ATM_0010,Kuwait City,851.14,31,15.83,3,2021-01-19,false
2021-01-17,ATM_0021,Hawalli,959.12,39,10.0,2,2021-01-17,false
2021-01-17,ATM_0023,Kuwait City,1104.16,40,5.92,1,2021-01-17,false
2021-01-17,ATM_0029,Hawalli,1211.59,33,11.32,2,2021-01-17,false
2021-01-17,ATM_0046,Ahmadi,1214.32,36,56.59,4,2021-01-17,false
2021-01-17,ATM_0049,Farwaniya,830.58,25,7.17,1,2021-01-17,false
2021-01-17,ATM_0056,Jahra,617.49,23,10.0,2,2021-01-17,false
2021-01-17,ATM_0060,Hawalli,921.94,36,22.65,3,2021-01-17,false
2021-01-17,ATM_0077,Kuwait City,1051.1,39,16.2,3,2021-01-17,false
2021-01-17,ATM_0087,Hawalli,1149.67,39,15.42,3,2021-01-17,false
2021-01-17,ATM_0093,Kuwait City,530.5,22,19.45,3,2021-01-17,false
2021-01-17,ATM_0097,Kuwait City,1233.09,47,26.31,5,2021-01-17,false
2021-01-17,ATM_0101,Hawalli,897.97,35,18.57,2,2021-01-17,false
2021-01-17,ATM_0102,Ahmadi,793.46,29,13.59,2,2021-01-17,false
2021-01-17,ATM_0104,Farwaniya,1051.45,41,10.0,2,2021-01-17,false
2021-01-17,ATM_0106,Farwaniya,660.61,25,0.0,0,2021-01-17,false
2021-01-17,ATM_0117,Kuwait City,1033.64,31,11.35,2,2021-01-17,false
2021-01-17,ATM_0130,Kuwait City,1060.77,32,19.53,2,2021-01-17,false
2021-01-17,ATM_0148,Kuwait City,915.76,35,9.39,1,2021-01-17,false
2021-01-17,ATM_0150,Kuwait City,796.61,35,19.74,3,2021-01-17,false
2021-01-17,ATM_0153,Hawalli,548.55,22,0.0,0,2021-01-17,false
2021-01-17,ATM_0154,Kuwait City,954.41,30,10.0,2,2021-01-17,false
2021-01-17,ATM_0165,Kuwait City,872.11,32,0.0,0,2021-01-17,false
2021-01-17,ATM_0171,Kuwait City,894.28,38,0.0,0,2021-01-17,false
2021-01-17,ATM_0173,Mubarak Al-Kabeer,559.38,24,8.66,1,2021-01-17,false
2021-01-17,ATM_0185,Hawalli,737.73,18,6.71,1,2021-01-17,false
2021-01-17,ATM_0186,Hawalli,528.81,20,5.77,1,2021-01-17,false
2021-01-17,ATM_0204,Kuwait City,646.38,23,7.59,1,2021-01-17,false
2021-01-17,ATM_0211,Kuwait City,819.29,27,15.49,3,2021-01-17,false
2021-01-17,ATM_0216,Hawalli,903.53,34,10.0,2,2021-01-17,false
2021-01-17,ATM_0225,Farwaniya,803.05,33,27.35,3,2021-01-17,false
2021-01-17,ATM_0230,Ahmadi,1423.76,49,32.97,4,2021-01-17,false
2021-01-17,ATM_0234,Kuwait City,1081.08,40,16.36,3,2021-01-17,false
2021-01-17,ATM_0236,Hawalli,1066.86,28,14.44,2,2021-01-17,false
2021-01-17,ATM_0249,Ahmadi,962.66,42,12.14,2,2021-01-17,false
2021-01-18,ATM_0001,Hawalli,838.39,33,5.0,1,2021-01-18,false
2021-01-18,ATM_0007,Farwaniya,784.79,31,0.0,0,2021-01-18,false
2021-01-18,ATM_0010,Kuwait City,912.57,34,10.0,2,2021-01-18,false
2021-01-18,ATM_0021,Hawalli,821.52,33,0.0,0,2021-01-18,false
2021-01-18,ATM_0023,Kuwait City,1040.92,44,41.79,7,2021-01-18,false
2021-01-18,ATM_0029,Hawalli,1181.99,41,20.99,2,2021-01-18,false
2021-01-18,ATM_0043,Kuwait City,1249.63,41,23.18,3,2021-01-20,false
2021-01-18,ATM_0046,Ahmadi,943.17,31,10.0,2,2021-01-18,false
2021-01-18,ATM_0049,Farwaniya,1118.16,31,5.0,1,2021-01-18,false
2021-01-18,ATM_0056,Jahra,883.82,33,21.92,2,2021-01-18,false
2021-01-18,ATM_0060,Hawalli,1515.75,47,10.29,2,2021-01-18,false
2021-01-18,ATM_0077,Kuwait City,876.2,36,15.14,3,2021-01-18,false
2021-01-18,ATM_0080,Jahra,1107.78,40,23.74,3,2021-01-18,false
2021-01-18,ATM_0093,Kuwait City,841.82,32,45.13,3,2021-01-18,false
2021-01-18,ATM_0097,Kuwait City,1183.1,43,5.0,1,2021-01-18,false
2021-01-18,ATM_0101,Hawalli,1057.79,41,16.31,3,2021-01-18,false
2021-01-18,ATM_0102,Ahmadi,888.96,24,0.0,0,2021-01-18,false
2021-01-18,ATM_0104,Farwaniya,1019.93,39,21.97,2,2021-01-18,false
2021-01-18,ATM_0106,Farwaniya,730.99,30,6.86,1,2021-01-18,false
2021-01-18,ATM_0117,Kuwait City,935.69,27,17.83,2,2021-01-18,false
2021-01-18,ATM_0130,Kuwait City,808.78,23,5.74,1,2021-01-18,false
2021-01-18,ATM_0134,Kuwait City,600.02,21,6.37,1,2021-01-18,false
2021-01-18,ATM_0148,Kuwait City,1091.22,36,12.5,2,2021-01-18,false
2021-01-18,ATM_0150,Kuwait City,1158.67,39,23.55,4,2021-01-18,false
2021-01-18,ATM_0153,Hawalli,471.04,20,0.0,0,2021-01-18,false
2021-01-18,ATM_0154,Kuwait City,730.03,28,0.0,0,2021-01-18,false
2021-01-18,ATM_0171,Kuwait City,1121.26,39,0.0,0,2021-01-18,false
2021-01-18,ATM_0173,Mubarak Al-Kabeer,631.77,26,29.89,4,2021-01-18,false
2021-01-18,ATM_0185,Hawalli,507.77,11,22.79,1,2021-01-18,false
2021-01-18,ATM_0186,Hawalli,851.37,28,16.87,2,2021-01-18,false
2021-01-18,ATM_0204,Kuwait City,913.73,31,5.0,1,2021-01-18,false
2021-01-18,ATM_0211,Kuwait City,944.4,33,36.05,5,2021-01-18,false
2021-01-18,ATM_0216,Hawalli,816.17,31,0.0,0,2021-01-18,false
2021-01-18,ATM_0225,Farwaniya,1139.76,37,39.36,4,2021-01-18,false
2021-01-18,ATM_0230,Ahmadi,1088.96,43,19.02,3,2021-01-18,false
2021-01-18,ATM_0234,Kuwait City,929.05,33,14.67,2,2021-01-18,false
2021-01-18,ATM_0236,Hawalli,1110.13,28,29.2,4,2021-01-18,false
2021-01-18,ATM_0249,Ahmadi,1152.28,47,16.22,2,2021-01-18,false
2021-01-19,ATM_0007,Farwaniya,1097.51,30,22.2,3,2021-01-19,false
2021-01-19,ATM_0010,Kuwait City,700.24,27,16.24,3,2021-01-19,false
2021-01-19,ATM_0021,Hawalli,999.36,37,42.16,4,2021-01-19,false
2021-01-19,ATM_0023,Kuwait City,1484.68,59,31.97,6,2021-01-19,false
2021-01-19,ATM_0029,Hawalli,1355.11,42,20.28,2,2021-01-19,false
2021-01-19,ATM_0043,Kuwait City,1392.56,44,27.2,3,2021-01-19,false
2021-01-19,ATM_0046,Ahmadi,1298.54,50,41.82,5,2021-01-19,false
2021-01-19,ATM_0049,Farwaniya,1483.97,37,10.0,2,2021-01-19,false
2021-01-19,ATM_0056,Jahra,652.84,25,11.53,2,2021-01-19,false
2021-01-19,ATM_0060,Hawalli,1249.46,44,37.85,3,2021-01-19,false
2021-01-19,ATM_0077,Kuwait City,1106.71,41,31.62,6,2021-01-19,false
2021-01-19,ATM_0080,Jahra,1699.43,48,33.54,6,2021-01-19,false
2021-01-19,ATM_0093,Kuwait City,913.82,31,10.0,2,2021-01-19,false
2021-01-19,ATM_0097,Kuwait City,1034.0,38,14.68,2,2021-01-19,false
2021-01-19,ATM_0101,Hawalli,742.24,28,13.08,2,2021-01-19,false
2021-01-19,ATM_0102,Ahmadi,887.73,24,5.0,1,2021-01-19,false
2021-01-19,ATM_0104,Farwaniya,1090.29,40,31.79,4,2021-01-19,false
2021-01-19,ATM_0106,Farwaniya,704.69,27,5.0,1,2021-01-21,false
2021-01-19,ATM_0117,Kuwait City,796.52,24,8.66,1,2021-01-19,false
2021-01-19,ATM_0130,Kuwait City,947.43,28,10.74,2,2021-01-19,false
2021-01-19,ATM_0134,Kuwait City,560.11,17,16.04,2,2021-01-19,false
2021-01-19,ATM_0148,Kuwait City,1448.21,51,24.51,4,2021-01-19,false
2021-01-19,ATM_0150,Kuwait City,1254.24,41,19.18,3,2021-01-19,false
2021-01-19,ATM_0153,Hawalli,599.67,22,0.0,0,2021-01-19,false
2021-01-19,ATM_0154,Kuwait City,1276.09,44,27.19,3,2021-01-19,false
2021-01-19,ATM_0165,Kuwait City,958.89,35,20.56,3,2021-01-21,false
2021-01-19,ATM_0171,Kuwait City,660.71,25,0.0,0,2021-01-19,false
2021-01-19,ATM_0173,Mubarak Al-Kabeer,813.2,33,13.45,2,2021-01-19,false
2021-01-19,ATM_0185,Hawalli,753.91,21,13.69,1,2021-01-19,false
2021-01-19,ATM_0186,Hawalli,912.94,32,14.77,2,2021-01-19,false
2021-01-19,ATM_0204,Kuwait City,730.05,23,5.0,1,2021-01-19,false
2021-01-19,ATM_0211,Kuwait City,899.53,34,7.18,1,2021-01-20,false
2021-01-19,ATM_0216,Hawalli,810.82,32,11.97,2,2021-01-19,false
2021-01-19,ATM_0225,Farwaniya,830.7,31,0.0,0,2021-01-19,false
2021-01-19,ATM_0234,Kuwait City,817.72,32,35.98,3,2021-01-19,false
2021-01-19,ATM_0236,Hawalli,1225.39,35,5.1,1,2021-01-19,false
2021-01-19,ATM_0249,Ahmadi,964.68,43,10.25,2,2021-01-19,false
2021-01-20,ATM_0001,Hawalli,916.03,33,12.35,2,2021-01-20,false
2021-01-20,ATM_0007,Farwaniya,1187.11,44,11.49,2,2021-01-20,false
2021-01-20,ATM_0010,Kuwait City,1198.76,42,17.11,3,2021-01-20,false
2021-01-20,ATM_0021,Hawalli,1183.14,48,22.87,3,2021-01-20,false
2021-01-20,ATM_0023,Kuwait City,1657.62,60,27.47,4,2021-01-20,false
2021-01-20,ATM_0029,Hawalli,1489.12,50,25.42,4,2021-01-20,false
2021-01-20,ATM_0043,Kuwait City,1578.1,57,46.29,8,2021-01-20,false
2021-01-20,ATM_0046,Ahmadi,1477.06,45,0.0,0,2021-01-20,false
2021-01-20,ATM_0049,Farwaniya,1093.42,33,19.59,3,2021-01-20,false
2021-01-20,ATM_0056,Jahra,1026.26,31,0.0,0,2021-01-20,false
2021-01-20,ATM_0060,Hawalli,1735.54,55,24.57,4,2021-01-20,false
2021-01-20,ATM_0077,Kuwait City,1161.79,38,26.46,4,2021-01-20,false
2021-01-20,ATM_0080,Jahra,1378.0,49,0.0,0,2021-01-20,false
2021-01-20,ATM_0087,Hawalli,969.88,33,5.43,1,2021-01-20,false
2021-01-20,ATM_0093,Kuwait City,1030.45,37,22.96,3,2021-01-20,false
2021-01-20,ATM_0097,Kuwait City,1818.75,63,41.41,5,2021-01-20,false
2021-01-20,ATM_0101,Hawalli,1209.56,45,8.88,1,2021-01-20,false
2021-01-20,ATM_0102,Ahmadi,1222.86,37,20.17,2,2021-01-20,false
2021-01-20,ATM_0104,Farwaniya,1374.19,55,13.04,2,2021-01-20,false
2021-01-20,ATM_0106,Farwaniya,1178.94,40,15.63,3,2021-01-20,false
2021-01-20,ATM_0117,Kuwait City,1222.48,37,21.64,3,2021-01-20,false
2021-01-20,ATM_0130,Kuwait City,1330.41,33,10.62,2,2021-01-20,false
2021-01-20,ATM_0134,Kuwait City,891.72,26,10.68,2,2021-01-20,false
2021-01-20,ATM_0148,Kuwait City,1674.96,63,37.14,5,2021-01-20,false
2021-01-20,ATM_0153,Hawalli,954.71,33,26.64,4,2021-01-20,false
2021-01-20,ATM_0154,Kuwait City,891.34,34,13.02,2,2021-01-21,false
2021-01-20,ATM_0165,Kuwait City,1153.26,32,22.1,3,2021-01-20,false
2021-01-20,ATM_0171,Kuwait City,956.02,38,29.72,4,2021-01-20,false
2021-01-20,ATM_0173,Mubarak Al-Kabeer,1006.53,39,24.24,4,2021-01-20,false
2021-01-20,ATM_0185,Hawalli,1049.71,28,14.07,2,2021-01-20,false
2021-01-20,ATM_0186,Hawalli,1312.56,43,5.0,1,2021-01-20,false
2021-01-20,ATM_0204,Kuwait City,617.36,25,16.89,3,2021-01-20,false
2021-01-20,ATM_0211,Kuwait City,1385.73,56,5.0,1,2021-01-20,false
2021-01-20,ATM_0216,Hawalli,1594.62,54,34.16,5,2021-01-20,false
2021-01-20,ATM_0225,Farwaniya,799.19,31,16.9,2,2021-01-20,false
2021-01-20,ATM_0230,Ahmadi,1678.9,66,50.15,6,2021-01-20,false
2021-01-20,ATM_0234,Kuwait City,1628.74,50,26.9,5,2021-01-20,false
2021-01-20,ATM_0236,Hawalli,791.69,24,10.0,2,2021-01-20,false
2021-01-20,ATM_0249,Ahmadi,1396.65,50,15.0,3,2021-01-20,false
2021-01-21,ATM_0001,Hawalli,1043.87,40,22.61,2,2021-01-21,false
2021-01-21,ATM_0007,Farwaniya,1067.56,38,12.54,2,2021-01-21,false
2021-01-21,ATM_0010,Kuwait City,1338.63,47,17.53,3,2021-01-21,false
2021-01-21,ATM_0021,Hawalli,1020.12,42,25.05,4,2021-01-21,false
2021-01-21,ATM_0023,Kuwait City,1125.28,49,19.66,3,2021-01-21,false
2021-01-21,ATM_0029,Hawalli,1542.2,45,21.78,3,2021-01-21,false
2021-01-21,ATM_0043,Kuwait City,1488.54,51,20.0,4,2021-01-21,false
2021-01-21,ATM_0046,Ahmadi,1245.87,48,28.06,4,2021-01-21,false
2021-01-21,ATM_0049,Farwaniya,1516.42,43,10.2,2,2021-01-21,false
2021-01-21,ATM_0056,Jahra,1430.2,47,21.01,4,2021-01-21,false
2021-01-21,ATM_0060,Hawalli,1387.1,52,21.37,3,2021-01-21,false
2021-01-21,ATM_0077,Kuwait City,1061.7,42,26.99,4,2021-01-21,false
2021-01-21,ATM_0080,Jahra,1910.98,56,20.46,3,2021-01-21,false
2021-01-21,ATM_0087,Hawalli,1160.99,39,9.87,1,2021-01-21,false
2021-01-21,ATM_0093,Kuwait City,1227.89,42,38.24,3,2021-01-21,false
2021-01-21,ATM_0097,Kuwait City,1877.61,65,34.94,5,2021-01-21,false
2021-01-21,ATM_0101,Hawalli,1135.08,44,5.0,1,2021-01-21,false
2021-01-21,ATM_0102,Ahmadi,1242.1,37,44.83,5,2021-01-21,false
2021-01-21,ATM_0104,Farwaniya,1238.24,40,25.44,3,2021-01-21,false
2021-01-21,ATM_0106,Farwaniya,826.99,30,33.42,3,2021-01-21,false
2021-01-21,ATM_0117,Kuwait City,1502.05,48,15.18,2,2021-01-21,false
2021-01-21,ATM_0130,Kuwait City,1292.74,38,33.53,5,2021-01-21,false
2021-01-21,ATM_0134,Kuwait City,851.62,27,25.92,3,2021-01-21,false
2021-01-21,ATM_0150,Kuwait City,1229.52,42,14.67,2,2021-01-21,false
2021-01-21,ATM_0153,Hawalli,754.68,28,27.04,3,2021-01-21,false
2021-01-21,ATM_0154,Kuwait City,1015.84,36,12.44,2,2021-01-21,false
2021-01-21,ATM_0165,Kuwait City,1073.35,31,12.96,1,2021-01-21,false
2021-01-21,ATM_0171,Kuwait City,896.7,30,15.0,3,2021-01-21,false
2021-01-21,ATM_0173,Mubarak Al-Kabeer,868.92,29,19.51,2,2021-01-21,false
2021-01-21,ATM_0185,Hawalli,531.74,16,0.0,0,2021-01-21,false
2021-01-21,ATM_0186,Hawalli,621.08,26,13.33,2,2021-01-21,false
2021-01-21,ATM_0204,Kuwait City,952.83,39,15.66,3,2021-01-21,false
2021-01-21,ATM_0211,Kuwait City,936.9,39,26.52,4,2021-01-22,false
2021-01-21,ATM_0216,Hawalli,867.83,33,24.66,3,2021-01-21,false
2021-01-21,ATM_0225,Farwaniya,1016.13,40,10.0,2,2021-01-21,false
2021-01-21,ATM_0230,Ahmadi,1808.08,61,32.6,5,2021-01-21,false
2021-01-21,ATM_0234,Kuwait City,1248.85,46,25.3,5,2021-01-21,false
2021-01-21,ATM_0236,Hawalli,1126.91,37,15.0,3,2021-01-22,false
2021-01-21,ATM_0249,Ahmadi,2061.93,63,22.41,4,2021-01-21,false
2021-01-22,ATM_0001,Hawalli,1467.26,51,15.43,3,2021-01-22,false
2021-01-22,ATM_0010,Kuwait City,1695.49,55,24.0,4,2021-01-22,false
2021-01-22,ATM_0021,Hawalli,1514.37,49,10.0,2,2021-01-22,false
2021-01-22,ATM_0023,Kuwait City,1123.32,53,17.83,2,2021-01-22,false
2021-01-22,ATM_0029,Hawalli,1509.85,45,16.0,3,2021-01-22,false
2021-01-22,ATM_0043,Kuwait City,2528.86,86,45.65,8,2021-01-22,false
2021-01-22,ATM_0049,Farwaniya,1346.11,38,12.33,2,2021-01-22,false
2021-01-22,ATM_0056,Jahra,1424.77,46,30.02,3,2021-01-22,false
2021-01-22,ATM_0060,Hawalli,916.41,31,35.6,4,2021-01-22,false
2021-01-22,ATM_0077,Kuwait City,1217.68,46,44.11,4,2021-01-22,false
2021-01-22,ATM_0080,Jahra,1439.3,51,40.22,6,2021-01-22,false
2021-01-22,ATM_0093,Kuwait City,841.82,29,10.0,2,2021-01-22,false
2021-01-22,ATM_0097,Kuwait City,1456.83,53,15.46,3,2021-01-22,false
2021-01-22,ATM_0101,Hawalli,1305.99,48,33.64,5,2021-01-22,false
2021-01-22,ATM_0102,Ahmadi,1251.16,36,20.5,3,2021-01-22,false
2021-01-22,ATM_0104,Farwaniya,787.16,30,5.0,1,2021-01-22,false
2021-01-22,ATM_0106,Farwaniya,1035.74,37,6.24,1,2021-01-22,false
2021-01-22,ATM_0117,Kuwait City,1608.0,45,25.59,3,2021-01-22,false
2021-01-22,ATM_0130,Kuwait City,1302.81,40,9.54,1,2021-01-22,false
2021-01-22,ATM_0134,Kuwait City,884.59,30,17.65,3,2021-01-22,false
2021-01-22,ATM_0148,Kuwait City,2051.62,72,34.63,6,2021-01-22,false
2021-01-22,ATM_0150,Kuwait City,1215.46,42,29.81,4,2021-01-22,false
2021-01-22,ATM_0153,Hawalli,716.1,30,5.0,1,2021-01-22,false
2021-01-22,ATM_0154,Kuwait City,1039.74,37,14.9,2,2021-01-22,false
2021-01-22,ATM_0165,Kuwait City,1025.47,37,32.05,2,2021-01-22,false
2021-01-22,ATM_0171,Kuwait City,1097.6,42,5.0,1,2021-01-22,false
2021-01-22,ATM_0173,Mubarak Al-Kabeer,914.57,39,21.98,4,2021-01-24,false
2021-01-22,ATM_0185,Hawalli,846.28,25,16.35,3,2021-01-22,false
2021-01-22,ATM_0186,Hawalli,651.14,26,0.0,0,2021-01-22,false
2021-01-22,ATM_0204,Kuwait City,1465.53,49,25.85,5,2021-01-22,false
2021-01-22,ATM_0211,Kuwait City,1002.23,40,5.0,1,2021-01-22,false
2021-01-22,ATM_0216,Hawalli,1143.6,40,29.34,4,2021-01-22,false
2021-01-22,ATM_0225,Farwaniya,937.11,28,20.6,3,2021-01-22,false
2021-01-22,ATM_0230,Ahmadi,1608.14,59,28.86,5,2021-01-22,false
2021-01-22,ATM_0234,Kuwait City,1227.76,41,24.06,4,2021-01-22,false
2021-01-22,ATM_0249,Ahmadi,1056.93,46,10.95,2,2021-01-22,false
2021-01-23,ATM_0001,Hawalli,1101.07,40,5.0,1,2021-01-23,false
2021-01-23,ATM_0007,Farwaniya,1132.68,39,12.61,2,2021-01-23,false
2021-01-23,ATM_0010,Kuwait City,1873.45,54,27.46,4,2021-01-23,false
2021-01-23,ATM_0021,Hawalli,1511.13,48,16.68,3,2021-01-23,false
2021-01-23,ATM_0023,Kuwait City,1306.51,56,32.0,6,2021-01-23,false
2021-01-23,ATM_0043,Kuwait City,1940.3,62,18.29,3,2021-01-23,false
2021-01-23,ATM_0046,Ahmadi,1639.95,62,38.77,4,2021-01-23,false
2021-01-23,ATM_0049,Farwaniya,824.71,27,10.55,2,2021-01-23,false
2021-01-23,ATM_0056,Jahra,1347.74,46,27.35,3,2021-01-23,false
2021-01-23,ATM_0060,Hawalli,1484.75,48,24.31,3,2021-01-23,false
2021-01-23,ATM_0077,Kuwait City,1375.47,48,31.19,3,2021-01-23,false
2021-01-23,ATM_0080,Jahra,1643.18,58,37.22,7,2021-01-23,false
2021-01-23,ATM_0087,Hawalli,991.41,39,26.94,4,2021-01-23,false
2021-01-23,ATM_0093,Kuwait City,774.51,27,19.32,3,2021-01-23,false
2021-01-23,ATM_0097,Kuwait City,1339.52,55,10.61,2,2021-01-23,false
2021-01-23,ATM_0101,Hawalli,922.71,40,17.28,3,2021-01-23,false
2021-01-23,ATM_0102,Ahmadi,1282.52,38,27.15,4,2021-01-23,false
2021-01-23,ATM_0104,Farwaniya,1590.65,50,12.02,2,2021-01-23,false
2021-01-23,ATM_0106,Farwaniya,801.34,35,16.01,3,2021-01-23,false
2021-01-23,ATM_0117,Kuwait City,1064.05,35,37.21,4,2021-01-23,false
2021-01-23,ATM_0130,Kuwait City,1255.43,37,14.61,2,2021-01-23,false
2021-01-23,ATM_0134,Kuwait City,650.64,20,0.0,0,2021-01-23,false
2021-01-23,ATM_0148,Kuwait City,1583.01,64,15.0,3,2021-01-23,false
2021-01-23,ATM_0150,Kuwait City,1509.78,54,43.48,4,2021-01-23,false
2021-01-23,ATM_0153,Hawalli,672.09,27,15.82,2,2021-01-23,false
2021-01-23,ATM_0154,Kuwait City,1068.71,36,12.52,2,2021-01-23,false
2021-01-23,ATM_0165,Kuwait City,1034.3,35,20.38,3,2021-01-23,false
2021-01-23,ATM_0171,Kuwait City,1649.43,54,27.32,4,2021-01-23,false
2021-01-23,ATM_0173,Mubarak Al-Kabeer,1125.8,45,20.67,3,2021-01-23,false
2021-01-23,ATM_0185,Hawalli,722.57,25,11.08,1,2021-01-23,false
2021-01-23,ATM_0186,Hawalli,930.2,38,17.02,2,2021-01-23,false
2021-01-23,ATM_0204,Kuwait City,1375.9,46,36.49,3,2021-01-25,false
2021-01-23,ATM_0211,Kuwait City,890.47,36,24.17,3,2021-01-23,false
2021-01-23,ATM_0216,Hawalli,1051.85,38,16.54,3,2021-01-23,false
2021-01-23,ATM_0230,Ahmadi,2057.7,72,27.03,5,2021-01-23,false
2021-01-23,ATM_0236,Hawalli,860.9,25,23.97,3,2021-01-23,false
2021-01-23,ATM_0249,Ahmadi,890.44,44,13.79,2,2021-01-23,false
2021-01-24,ATM_0001,Hawalli,1097.39,41,13.85,2,2021-01-24,false
2021-01-24,ATM_0007,Farwaniya,1340.37,42,58.46,5,2021-01-24,false
2021-01-24,ATM_0010,Kuwait City,1335.21,44,6.48,1,2021-01-24,false
2021-01-24,ATM_0021,Hawalli,1668.15,53,67.14,6,2021-01-24,false
2021-01-24,ATM_0023,Kuwait City,1515.85,53,12.57,2,2021-01-24,false
2021-01-24,ATM_0029,Hawalli,1252.84,34,19.29,3,2021-01-24,false
2021-01-24,ATM_0043,Kuwait City,1189.18,45,28.82,4,2021-01-24,false
2021-01-24,ATM_0046,Ahmadi,1113.72,39,12.04,2,2021-01-24,false
2021-01-24,ATM_0049,Farwaniya,1142.54,38,15.17,2,2021-01-24,false
2021-01-24,ATM_0060,Hawalli,1309.07,50,10.65,2,2021-01-24,false
2021-01-24,ATM_0077,Kuwait City,1612.78,54,26.79,3,2021-01-24,false
2021-01-24,ATM_0080,Jahra,1320.5,46,14.08,2,2021-01-24,false
2021-01-24,ATM_0087,Hawalli,1123.01,32,5.0,1,2021-01-24,false
2021-01-24,ATM_0093,Kuwait City,771.17,29,12.9,2,2021-01-24,false
2021-01-24,ATM_0097,Kuwait City,1214.58,44,10.51,2,2021-01-24,false
2021-01-24,ATM_0102,Ahmadi,935.32,30,23.23,3,2021-01-24,false
2021-01-24,ATM_0104,Farwaniya,949.57,35,33.14,3,2021-01-24,false
2021-01-24,ATM_0106,Farwaniya,647.85,25,0.0,0,2021-01-24,false
2021-01-24,ATM_0117,Kuwait City,1410.66,39,25.34,2,2021-01-24,false
2021-01-24,ATM_0130,Kuwait City,1420.23,44,16.26,3,2021-01-24,false
2021-01-24,ATM_0148,Kuwait City,1747.57,61,33.03,4,2021-01-24,false
2021-01-24,ATM_0150,Kuwait City,1354.07,49,22.14,3,2021-01-24,false
2021-01-24,ATM_0153,Hawalli,711.7,31,0.0,0,2021-01-24,false
2021-01-24,ATM_0154,Kuwait City,765.23,23,0.0,0,2021-01-24,false
2021-01-24,ATM_0165,Kuwait City,962.4,36,16.98,2,2021-01-24,false
2021-01-24,ATM_0171,Kuwait City,1532.31,48,27.9,4,2021-01-24,false
2021-01-24,ATM_0173,Mubarak Al-Kabeer,1025.46,37,35.38,4,2021-01-24,false
2021-01-24,ATM_0185,Hawalli,1012.73,24,27.11,4,2021-01-24,false
2021-01-24,ATM_0186,Hawalli,1065.36,37,15.02,2,2021-01-24,false
2021-01-24,ATM_0204,Kuwait City,1017.06,34,6.71,1,2021-01-24,false
2021-01-24,ATM_0211,Kuwait City,875.42,33,5.0,1,2021-01-24,false
2021-01-24,ATM_0216,Hawalli,1020.21,41,10.0,2,2021-01-24,false
2021-01-24,ATM_0225,Farwaniya,496.92,24,15.91,3,2021-01-24,false
2021-01-24,ATM_0230,Ahmadi,2179.89,70,20.82,3,2021-01-24,false
2021-01-24,ATM_0236,Hawalli,1174.82,34,10.0,2,2021-01-24,false
2021-01-24,ATM_0249,Ahmadi,886.83,39,14.34,2,2021-01-24,false
2021-01-25,ATM_0001,Hawalli,1303.04,44,21.49,4,2021-01-25,false
2021-01-25,ATM_0007,Farwaniya,1297.09,42,10.0,2,2021-01-25,false
2021-01-25,ATM_0010,Kuwait City,1240.53,44,27.84,5,2021-01-25,false
2021-01-25,ATM_0021,Hawalli,1357.16,41,26.2,4,2021-01-25,false
2021-01-25,ATM_0023,Kuwait City,1755.21,59,31.81,4,2021-01-25,false
2021-01-25,ATM_0029,Hawalli,1369.29,42,5.0,1,2021-01-25,false
2021-01-25,ATM_0043,Kuwait City,1480.51,56,19.31,3,2021-01-25,false
2021-01-25,ATM_0046,Ahmadi,1469.12,52,40.37,5,2021-01-25,false
2021-01-25,ATM_0049,Farwaniya,1366.42,38,9.69,1,2021-01-25,false
2021-01-25,ATM_0056,Jahra,1121.02,42,20.46,4,2021-01-25,false
2021-01-25,ATM_0060,Hawalli,1393.48,50,21.66,3,2021-01-25,false
2021-01-25,ATM_0080,Jahra,1167.26,46,21.83,3,2021-01-25,false
2021-01-25,ATM_0087,Hawalli,872.73,29,28.19,2,2021-01-27,false
