dt,atm_id,region,starting_cash_kwd,withdrawn_kwd,deposited_kwd,replenished_kwd,ending_cash_kwd,cashout_flag,notes
2022-03-06,ATM_0167,Ahmadi,4516.44,825.01,10.0,0.0,3716.1,0,
2022-03-06,ATM_0168,Ahmadi,4612.6,1169.84,21.77,2380.0,5859.67,0,replenish
2022-03-06,ATM_0170,Farwaniya,3664.51,678.48,26.47,640.0,3678.69,0,replenish
2022-03-06,ATM_0171,Kuwait City,4817.54,541.48,7.88,0.0,4228.61,0,
2022-03-06,ATM_0172,Kuwait City,5023.91,1001.7,0.0,1890.0,5893.27,0,replenish
2022-03-06,ATM_0173,Mubarak Al-Kabeer,4201.37,768.81,14.53,820.0,4234.28,0,replenish
2022-03-06,ATM_0181,Farwaniya,65640.03,916.95,10.0,0.0,65285.31,0,
2022-03-06,ATM_0185,Hawalli,3979.22,1037.29,189.25,0.0,3159.58,0,data_gap (estimated)
2022-03-06,ATM_0186,Hawalli,4401.73,661.49,5.0,0.0,3711.13,0,
2022-03-06,ATM_0189,Hawalli,5069.66,831.2,10.0,0.0,4277.38,0,
2022-03-06,ATM_0190,Jahra,5179.46,1171.21,12.19,1790.0,5825.22,0,replenish
2022-03-06,ATM_0195,Hawalli,5073.73,1066.12,19.86,0.0,3998.73,0,
2022-03-06,ATM_0204,Kuwait City,3783.38,1124.75,22.56,1880.0,4561.42,0,replenish
2022-03-06,ATM_0206,Farwaniya,3965.39,945.67,23.84,1650.0,4688.98,0,replenish
2022-03-06,ATM_0211,Kuwait City,3115.75,915.49,20.0,1720.0,3980.12,0,replenish
2022-03-06,ATM_0212,Hawalli,4583.46,516.32,10.4,0.0,4136.32,0,
2022-03-06,ATM_0213,Kuwait City,6437.59,1345.98,24.53,0.0,5096.62,0,
2022-03-06,ATM_0216,Hawalli,4615.79,828.53,15.94,0.0,3764.56,0,
2022-03-06,ATM_0219,Hawalli,3522.9,609.2,0.0,1200.0,4062.17,0,replenish
2022-03-06,ATM_0220,Hawalli,3215.62,723.89,103.17,1220.0,3849.17,0,replenish; data_gap (estimated)
2022-03-06,ATM_0222,Hawalli,5594.88,1221.43,27.88,0.0,4346.68,0,
2022-03-06,ATM_0225,Farwaniya,4753.02,959.08,35.77,0.0,3830.27,0,
2022-03-06,ATM_0226,Farwaniya,30002.95,659.68,17.21,0.0,29524.77,0,
2022-03-06,ATM_0229,Farwaniya,18152.1,1184.87,39.43,0.0,16977.42,0,
2022-03-06,ATM_0230,Ahmadi,6321.71,1348.82,18.6,2800.0,7678.46,0,replenish
2022-03-06,ATM_0232,Ahmadi,4607.98,983.02,13.01,950.0,4542.55,0,replenish
2022-03-06,ATM_0234,Kuwait City,5783.04,969.88,18.66,1010.0,5785.66,0,replenish
2022-03-06,ATM_0236,Hawalli,4503.22,903.62,55.15,0.0,3618.81,0,data_gap (estimated)
2022-03-06,ATM_0239,Kuwait City,3741.83,849.07,10.64,1720.0,4629.2,0,replenish
2022-03-06,ATM_0243,Kuwait City,5743.97,1615.28,30.31,1730.0,5897.4,0,replenish
2022-03-06,ATM_0245,Ahmadi,3305.39,1020.64,27.21,1960.0,4333.65,0,replenish
2022-03-06,ATM_0248,Kuwait City,12051.81,1137.77,107.12,0.0,10899.71,0,data_gap (estimated)
2022-03-06,ATM_0249,Ahmadi,5236.58,850.26,11.0,760.0,5170.68,0,replenish
2022-03-07,ATM_0001,Hawalli,4015.0,835.01,27.61,1630.0,4830.8,0,replenish
2022-03-07,ATM_0004,Ahmadi,46605.4,1188.24,19.08,0.0,45205.59,0,
2022-03-07,ATM_0007,Farwaniya,5381.32,1484.36,18.82,1530.0,5525.59,0,replenish
2022-03-07,ATM_0010,Kuwait City,5060.84,836.54,17.85,1790.0,5958.32,0,replenish
2022-03-07,ATM_0012,Jahra,6365.08,1531.18,18.72,0.0,4794.88,0,
2022-03-07,ATM_0015,Mubarak Al-Kabeer,3976.97,776.11,5.0,0.0,3171.08,0,
2022-03-07,ATM_0017,Farwaniya,4250.08,963.34,14.23,1490.0,4723.02,0,replenish
2022-03-07,ATM_0021,Hawalli,5205.49,1192.68,32.26,2000.0,5999.5,0,replenish
2022-03-07,ATM_0023,Kuwait City,5590.25,1071.97,19.07,1020.0,5559.6,0,replenish
2022-03-07,ATM_0028,Jahra,4360.3,1185.82,21.45,2610.0,5763.27,0,replenish
2022-03-07,ATM_0029,Hawalli,5866.2,1407.03,5.0,1510.0,6019.03,0,replenish
2022-03-07,ATM_0032,Mubarak Al-Kabeer,3774.15,1070.58,149.27,1820.0,4613.25,0,replenish; data_gap (estimated)
2022-03-07,ATM_0033,Kuwait City,4251.21,1162.06,29.03,1930.0,5092.78,0,replenish
2022-03-07,ATM_0038,Kuwait City,5537.65,1378.49,19.99,1420.0,5529.24,0,replenish
2022-03-07,ATM_0043,Kuwait City,5340.81,1265.99,29.27,2390.0,6513.42,0,replenish
2022-03-07,ATM_0046,Ahmadi,5731.94,817.49,21.06,0.0,4871.93,0,
2022-03-07,ATM_0049,Farwaniya,4323.41,1076.88,5.0,2250.0,5449.71,0,replenish
2022-03-07,ATM_0050,Kuwait City,5387.17,1020.2,27.81,2430.0,6871.92,0,replenish
2022-03-07,ATM_0056,Jahra,3853.07,1170.67,142.78,2210.0,5069.26,0,replenish; data_gap (estimated)
2022-03-07,ATM_0060,Hawalli,6186.15,1405.19,14.17,1500.0,6285.2,0,replenish
2022-03-07,ATM_0063,Ahmadi,5066.48,1289.09,45.79,1840.0,5611.05,0,replenish
2022-03-07,ATM_0068,Kuwait City,3692.35,727.52,11.85,1450.0,4407.22,0,replenish
2022-03-07,ATM_0072,Hawalli,4050.75,1052.39,14.84,1100.0,4166.8,0,replenish
2022-03-07,ATM_0076,Mubarak Al-Kabeer,48176.86,826.75,13.87,0.0,47914.43,0,
2022-03-07,ATM_0077,Kuwait City,6069.17,960.92,21.66,900.0,5971.18,0,replenish
2022-03-07,ATM_0078,Jahra,4326.65,762.77,36.67,0.0,3611.37,0,
2022-03-07,ATM_0079,Hawalli,5736.88,1133.15,30.07,2090.0,6734.62,0,replenish
2022-03-07,ATM_0080,Jahra,5387.5,1084.57,20.86,1890.0,6242.34,0,replenish
2022-03-07,ATM_0087,Hawalli,4011.81,916.0,80.27,1620.0,4750.18,0,replenish; data_gap (estimated)
2022-03-07,ATM_0090,Farwaniya,2677.23,551.2,15.0,1040.0,3148.77,0,replenish
2022-03-07,ATM_0091,Kuwait City,47079.59,961.63,11.55,0.0,46723.04,0,
2022-03-07,ATM_0092,Ahmadi,4196.07,854.8,14.21,810.0,4137.82,0,replenish
2022-03-07,ATM_0093,Kuwait City,4435.61,1125.2,13.03,0.0,3312.6,0,
2022-03-07,ATM_0095,Farwaniya,4810.42,1292.57,19.21,1420.0,4970.63,0,replenish
2022-03-07,ATM_0097,Kuwait City,7430.41,1249.52,13.39,0.0,6249.71,0,
2022-03-07,ATM_0100,Kuwait City,3548.44,981.31,0.0,1850.0,4447.49,0,replenish
2022-03-07,ATM_0101,Hawalli,5143.23,712.11,13.43,0.0,4471.79,0,
2022-03-07,ATM_0102,Ahmadi,4575.75,986.85,5.0,970.0,4610.9,0,replenish
2022-03-07,ATM_0104,Farwaniya,6427.48,1311.9,11.47,0.0,5181.67,0,
2022-03-07,ATM_0106,Farwaniya,3911.51,653.07,10.0,0.0,3279.99,0,
2022-03-07,ATM_0107,Hawalli,4477.25,1166.38,12.77,1290.0,4617.63,0,replenish
2022-03-07,ATM_0108,Mubarak Al-Kabeer,5447.28,1339.79,9.36,2770.0,6857.71,0,replenish
2022-03-07,ATM_0114,Farwaniya,4018.25,748.98,90.28,690.0,3999.04,0,replenish; data_gap (estimated)
2022-03-07,ATM_0117,Kuwait City,6323.36,1371.4,25.07,1450.0,6400.4,0,replenish
2022-03-07,ATM_0123,Kuwait City,38267.58,798.5,7.06,0.0,37841.84,0,
2022-03-07,ATM_0125,Farwaniya,4130.12,820.59,10.0,1870.0,5172.11,0,replenish
2022-03-07,ATM_0130,Kuwait City,5486.12,1108.04,60.27,0.0,4382.06,0,data_gap (estimated)
2022-03-07,ATM_0133,Mubarak Al-Kabeer,4254.4,905.87,7.54,0.0,3339.1,0,
2022-03-07,ATM_0134,Kuwait City,3237.34,819.11,16.84,1090.0,3494.61,0,replenish
2022-03-07,ATM_0138,Jahra,3817.9,1117.51,44.8,1150.0,3919.51,0,replenish
2022-03-07,ATM_0139,Mubarak Al-Kabeer,4228.41,1248.94,20.43,1960.0,4955.49,0,replenish
2022-03-07,ATM_0145,Farwaniya,7851.85,1091.63,18.77,0.0,6869.6,0,
2022-03-07,ATM_0148,Kuwait City,5443.6,973.39,25.99,2520.0,7095.76,0,replenish
2022-03-07,ATM_0150,Kuwait City,4665.44,1275.03,128.4,1910.0,5469.76,0,replenish; data_gap (estimated)
2022-03-07,ATM_0153,Hawalli,3343.86,666.02,5.0,0.0,2669.57,0,
2022-03-07,ATM_0154,Kuwait City,3661.59,645.63,16.7,0.0,3045.05,0,
2022-03-07,ATM_0155,Ahmadi,4553.94,829.67,0.0,0.0,3675.41,0,
2022-03-07,ATM_0161,Kuwait City,3994.17,919.1,33.98,1520.0,4656.24,0,replenish
2022-03-07,ATM_0164,Kuwait City,6171.19,1328.61,32.0,1380.0,6196.87,0,replenish
2022-03-07,ATM_0165,Kuwait City,4188.28,840.36,17.32,0.0,3408.75,0,
2022-03-07,ATM_0166,Jahra,4208.38,1056.94,25.0,2010.0,5129.92,0,replenish
2022-03-07,ATM_0167,Ahmadi,3716.1,1066.58,10.0,1860.0,4457.92,0,replenish
2022-03-07,ATM_0168,Ahmadi,5859.67,1136.76,7.55,0.0,4763.56,0,
2022-03-07,ATM_0170,Farwaniya,3678.69,872.48,0.0,900.0,3662.3,0,replenish
2022-03-07,ATM_0171,Kuwait City,4228.61,866.39,18.62,1380.0,4794.15,0,replenish
2022-03-07,ATM_0172,Kuwait City,5893.27,1001.42,28.57,0.0,4941.26,0,
2022-03-07,ATM_0173,Mubarak Al-Kabeer,4234.28,900.67,5.0,940.0,4275.96,0,replenish
2022-03-07,ATM_0181,Farwaniya,65285.31,1486.51,32.11,0.0,63768.98,0,
2022-03-07,ATM_0185,Hawalli,3159.58,950.45,122.21,1710.0,4084.23,0,replenish; data_gap (estimated)
2022-03-07,ATM_0186,Hawalli,3711.13,1020.86,15.04,1640.0,4339.82,0,replenish
2022-03-07,ATM_0189,Hawalli,4277.38,920.93,13.6,1620.0,5051.12,0,replenish
2022-03-07,ATM_0190,Jahra,5825.22,923.35,5.0,0.0,4899.7,0,
2022-03-07,ATM_0195,Hawalli,3998.73,883.52,14.21,1940.0,5075.03,0,replenish
2022-03-07,ATM_0204,Kuwait City,4561.42,921.6,20.3,980.0,4614.57,0,replenish
2022-03-07,ATM_0206,Farwaniya,4688.98,916.99,21.0,880.0,4678.5,0,replenish
2022-03-07,ATM_0211,Kuwait City,3980.12,724.07,24.9,0.0,3265.0,0,
2022-03-07,ATM_0212,Hawalli,4136.32,718.33,7.14,0.0,3425.21,0,
2022-03-07,ATM_0213,Kuwait City,5096.62,1152.32,26.62,2580.0,6633.29,0,replenish
2022-03-07,ATM_0216,Hawalli,3764.56,1080.3,46.59,1870.0,4566.67,0,replenish
2022-03-07,ATM_0219,Hawalli,4062.17,641.86,8.06,690.0,4100.34,0,replenish
2022-03-07,ATM_0220,Hawalli,3849.17,908.15,15.0,900.0,3868.47,0,replenish
2022-03-07,ATM_0222,Hawalli,4346.68,1129.71,22.27,2260.0,5460.94,0,replenish
2022-03-07,ATM_0225,Farwaniya,3830.27,786.06,20.69,1660.0,4690.68,0,replenish
2022-03-07,ATM_0226,Farwaniya,29524.77,1052.3,16.92,0.0,28758.43,0,
2022-03-07,ATM_0229,Farwaniya,16977.42,960.01,16.27,0.0,15908.82,0,
2022-03-07,ATM_0230,Ahmadi,7678.46,1445.26,42.83,0.0,6271.0,0,
2022-03-07,ATM_0232,Ahmadi,4542.55,1337.22,11.21,1460.0,4675.14,0,replenish
2022-03-07,ATM_0234,Kuwait City,5785.66,980.33,21.46,1030.0,5850.92,0,replenish
2022-03-07,ATM_0236,Hawalli,3618.81,1028.68,15.0,2000.0,4542.63,0,replenish
2022-03-07,ATM_0239,Kuwait City,4629.2,817.32,10.0,0.0,3785.82,0,
2022-03-07,ATM_0243,Kuwait City,5897.4,1259.18,21.4,0.0,4624.02,0,
2022-03-07,ATM_0245,Ahmadi,4333.65,520.73,5.87,0.0,3781.45,0,
2022-03-07,ATM_0248,Kuwait City,10899.71,985.96,12.24,0.0,9798.27,0,
2022-03-07,ATM_0249,Ahmadi,5170.68,1292.36,22.09,1330.0,5241.29,0,replenish
2022-03-08,ATM_0001,Hawalli,4830.8,1224.57,13.5,1300.0,4988.89,0,replenish
2022-03-08,ATM_0004,Ahmadi,45205.59,1028.02,37.21,0.0,44807.2,0,
2022-03-08,ATM_0007,Farwaniya,5525.59,1154.3,14.96,0.0,4330.67,0,
2022-03-08,ATM_0010,Kuwait City,5958.32,1189.41,29.85,0.0,4866.75,0,
2022-03-08,ATM_0012,Jahra,4794.88,1068.75,13.09,2670.0,6381.65,0,replenish
2022-03-08,ATM_0015,Mubarak Al-Kabeer,3171.08,778.49,0.0,1640.0,4016.5,0,replenish
2022-03-08,ATM_0017,Farwaniya,4723.02,985.15,99.2,0.0,3825.39,0,data_gap (estimated)
2022-03-08,ATM_0021,Hawalli,5999.5,1413.51,39.33,1480.0,6180.27,0,replenish
2022-03-08,ATM_0023,Kuwait City,5559.6,1152.51,151.1,1000.0,5480.98,0,replenish; data_gap (estimated)
2022-03-08,ATM_0028,Jahra,5763.27,932.97,24.62,0.0,4795.46,0,
2022-03-08,ATM_0029,Hawalli,6019.03,1156.89,19.84,0.0,4898.2,0,
2022-03-08,ATM_0032,Mubarak Al-Kabeer,4613.25,1101.33,178.6,0.0,3690.89,0,data_gap (estimated)
2022-03-08,ATM_0033,Kuwait City,5092.78,1052.09,15.0,1030.0,5133.51,0,replenish
2022-03-08,ATM_0038,Kuwait City,5529.24,965.94,24.55,0.0,4652.28,0,
2022-03-08,ATM_0043,Kuwait City,6513.42,1399.21,28.57,0.0,5099.27,0,
2022-03-08,ATM_0046,Ahmadi,4871.93,1153.01,8.25,1920.0,5673.53,0,replenish
2022-03-08,ATM_0049,Farwaniya,5449.71,896.66,5.0,0.0,4496.17,0,
2022-03-08,ATM_0050,Kuwait City,6871.92,1318.42,28.75,0.0,5564.16,0,
2022-03-08,ATM_0056,Jahra,5069.26,859.24,40.1,0.0,4300.77,0,
2022-03-08,ATM_0060,Hawalli,6285.2,1102.09,20.13,0.0,5212.46,0,
2022-03-08,ATM_0063,Ahmadi,5611.05,1296.35,33.1,1130.0,5516.31,0,replenish
2022-03-08,ATM_0068,Kuwait City,4407.22,469.38,11.22,0.0,3947.95,0,
2022-03-08,ATM_0072,Hawalli,4166.8,907.04,19.46,800.0,4053.58,0,replenish
2022-03-08,ATM_0076,Mubarak Al-Kabeer,47914.43,867.38,0.0,0.0,46376.78,0,
2022-03-08,ATM_0077,Kuwait City,5971.18,957.89,21.28,950.0,5985.39,0,replenish
2022-03-08,ATM_0078,Jahra,3611.37,832.36,5.0,1570.0,4411.9,0,replenish
2022-03-08,ATM_0079,Hawalli,6734.62,1429.35,5.0,0.0,5301.07,0,
2022-03-08,ATM_0080,Jahra,6242.34,1321.49,5.0,1330.0,6320.2,0,replenish
2022-03-08,ATM_0087,Hawalli,4750.18,1174.8,17.51,1250.0,4809.18,0,replenish
2022-03-08,ATM_0090,Farwaniya,3148.77,493.56,5.0,0.0,2698.28,0,
2022-03-08,ATM_0091,Kuwait City,46723.04,971.29,12.95,0.0,46402.68,0,
2022-03-08,ATM_0092,Ahmadi,4137.82,1336.2,31.08,1480.0,4267.22,0,replenish
2022-03-08,ATM_0093,Kuwait City,3312.6,834.32,5.0,2060.0,4510.25,0,replenish
2022-03-08,ATM_0095,Farwaniya,4970.63,1002.43,12.75,0.0,3992.81,0,
2022-03-08,ATM_0097,Kuwait City,6249.71,1321.75,22.32,2570.0,7449.74,0,replenish
2022-03-08,ATM_0100,Kuwait City,4447.49,688.64,7.12,0.0,3783.15,0,
2022-03-08,ATM_0101,Hawalli,4471.79,1129.04,170.08,1540.0,5015.61,0,replenish; data_gap (estimated)
2022-03-08,ATM_0102,Ahmadi,4610.9,1008.32,17.61,0.0,3595.77,0,
2022-03-08,ATM_0104,Farwaniya,5181.67,1416.81,178.29,2470.0,6338.71,0,replenish; data_gap (estimated)
2022-03-08,ATM_0106,Farwaniya,3279.99,821.4,0.0,1380.0,3841.21,0,replenish
2022-03-08,ATM_0107,Hawalli,4617.63,967.66,20.0,960.0,4571.15,0,replenish
2022-03-08,ATM_0108,Mubarak Al-Kabeer,6857.71,1256.97,22.82,0.0,5593.59,0,
2022-03-08,ATM_0114,Farwaniya,3999.04,1095.33,20.06,1120.0,4072.94,0,replenish
2022-03-08,ATM_0117,Kuwait City,6400.4,2452.94,52.8,2590.0,6611.42,0,replenish
2022-03-08,ATM_0123,Kuwait City,37841.84,971.99,31.2,0.0,36787.69,0,
2022-03-08,ATM_0125,Farwaniya,5172.11,707.14,0.0,0.0,4506.5,0,
2022-03-08,ATM_0130,Kuwait City,4382.06,864.56,22.26,1850.0,5421.16,0,replenish
2022-03-08,ATM_0133,Mubarak Al-Kabeer,3339.1,904.12,17.03,1820.0,4223.83,0,replenish
2022-03-08,ATM_0134,Kuwait City,3494.61,507.79,23.19,0.0,3051.53,0,
2022-03-08,ATM_0138,Jahra,3919.51,1131.85,17.77,0.0,2778.61,0,
2022-03-08,ATM_0139,Mubarak Al-Kabeer,4955.49,824.95,5.0,0.0,4083.15,0,
2022-03-08,ATM_0145,Farwaniya,6869.6,1146.53,25.78,0.0,5680.81,0,
2022-03-08,ATM_0148,Kuwait City,7095.76,1403.9,30.07,1300.0,6972.19,0,replenish
2022-03-08,ATM_0150,Kuwait City,5469.76,770.05,5.0,0.0,4699.9,0,
2022-03-08,ATM_0153,Hawalli,2669.57,859.61,16.9,1540.0,3340.61,0,replenish
2022-03-08,ATM_0154,Kuwait City,3045.05,583.3,23.85,1730.0,4204.2,0,replenish
2022-03-08,ATM_0155,Ahmadi,3675.41,856.97,12.85,1650.0,4419.61,0,replenish
2022-03-08,ATM_0161,Kuwait City,4656.24,871.76,13.79,0.0,3821.19,0,
2022-03-08,ATM_0164,Kuwait City,6196.87,1295.91,31.83,1400.0,6270.91,0,replenish
2022-03-08,ATM_0165,Kuwait City,3408.75,887.55,14.21,1730.0,4283.04,0,replenish
2022-03-08,ATM_0166,Jahra,5129.92,776.02,27.98,0.0,4362.59,0,
2022-03-08,ATM_0167,Ahmadi,4457.92,855.72,10.0,0.0,3601.43,0,
2022-03-08,ATM_0168,Ahmadi,4763.56,1196.39,106.66,2140.0,5809.13,0,replenish; data_gap (estimated)
2022-03-08,ATM_0170,Farwaniya,3662.3,1035.09,14.89,1150.0,3779.93,0,replenish
2022-03-08,ATM_0171,Kuwait City,4794.15,1075.72,89.58,0.0,3854.97,0,data_gap (estimated)
2022-03-08,ATM_0172,Kuwait City,4941.26,1124.47,15.65,2040.0,5831.2,0,replenish
2022-03-08,ATM_0173,Mubarak Al-Kabeer,4275.96,1059.02,203.72,880.0,4351.35,0,replenish; data_gap (estimated)
2022-03-08,ATM_0181,Farwaniya,63768.98,1650.61,16.52,0.0,62301.16,0,
2022-03-08,ATM_0185,Hawalli,4084.23,668.16,18.79,0.0,3430.14,0,
2022-03-08,ATM_0186,Hawalli,4339.82,653.67,5.08,0.0,3744.19,0,
2022-03-08,ATM_0189,Hawalli,5051.12,911.76,16.7,0.0,4112.1,0,
2022-03-08,ATM_0190,Jahra,4899.7,864.13,0.0,1730.0,5705.88,0,replenish
2022-03-08,ATM_0195,Hawalli,5075.03,1060.44,17.7,1030.0,5005.73,0,replenish
2022-03-08,ATM_0204,Kuwait City,4614.57,793.07,22.15,780.0,4681.05,0,replenish
2022-03-08,ATM_0206,Farwaniya,4678.5,1099.11,43.89,1070.0,4730.81,0,replenish
2022-03-08,ATM_0211,Kuwait City,3265.0,661.8,5.0,1350.0,3990.35,0,replenish
2022-03-08,ATM_0212,Hawalli,3425.21,955.54,33.59,2050.0,4516.85,0,replenish
2022-03-08,ATM_0213,Kuwait City,6633.29,1378.01,116.31,0.0,5417.77,0,data_gap (estimated)
2022-03-08,ATM_0216,Hawalli,4566.67,727.53,21.17,0.0,3893.26,0,
2022-03-08,ATM_0219,Hawalli,4100.34,1273.32,19.01,1350.0,4218.47,0,replenish
2022-03-08,ATM_0220,Hawalli,3868.47,905.39,21.69,940.0,3934.98,0,replenish
2022-03-08,ATM_0222,Hawalli,5460.94,1051.31,10.0,1120.0,5477.93,0,replenish
2022-03-08,ATM_0225,Farwaniya,4690.68,951.01,24.62,990.0,4793.72,0,replenish
2022-03-08,ATM_0226,Farwaniya,28758.43,871.06,5.0,0.0,27958.16,0,
2022-03-08,ATM_0229,Farwaniya,15908.82,1054.71,6.99,0.0,14651.54,0,
2022-03-08,ATM_0230,Ahmadi,6271.0,1567.05,39.52,2940.0,7619.39,0,replenish
2022-03-08,ATM_0232,Ahmadi,4675.14,825.44,29.46,0.0,3836.47,0,
2022-03-08,ATM_0234,Kuwait City,5850.92,1702.37,40.47,1790.0,5932.38,0,replenish
2022-03-08,ATM_0236,Hawalli,4542.63,667.18,30.51,0.0,3852.37,0,
2022-03-08,ATM_0239,Kuwait City,3785.82,990.81,17.45,1880.0,4689.83,0,replenish
2022-03-08,ATM_0243,Kuwait City,4624.02,1057.05,16.15,2370.0,5945.64,0,replenish
2022-03-08,ATM_0245,Ahmadi,3781.45,726.44,12.86,0.0,3098.64,0,
2022-03-08,ATM_0248,Kuwait City,9798.27,1083.93,21.35,0.0,8777.91,0,
2022-03-08,ATM_0249,Ahmadi,5241.29,1340.25,5.0,1430.0,5311.46,0,replenish
2022-03-09,ATM_0001,Hawalli,4988.89,1382.05,28.84,1370.0,4978.63,0,replenish
2022-03-09,ATM_0004,Ahmadi,44807.2,1391.68,14.98,0.0,43420.44,0,
2022-03-09,ATM_0007,Farwaniya,4330.67,1286.76,198.26,2190.0,5499.09,0,replenish; data_gap (estimated)
2022-03-09,ATM_0010,Kuwait City,4866.75,1099.61,28.03,2280.0,6089.05,0,replenish
2022-03-09,ATM_0012,Jahra,6381.65,1118.84,10.6,0.0,5344.35,0,
2022-03-09,ATM_0015,Mubarak Al-Kabeer,4016.5,849.74,55.52,0.0,3193.31,0,data_gap (estimated)
2022-03-09,ATM_0017,Farwaniya,3825.39,995.13,136.03,1880.0,4896.73,0,replenish; data_gap (estimated)
2022-03-09,ATM_0021,Hawalli,6180.27,1190.71,25.86,1120.0,6215.45,0,replenish
2022-03-09,ATM_0023,Kuwait City,5480.98,1489.0,28.18,1640.0,5715.64,0,replenish
2022-03-09,ATM_0028,Jahra,4795.46,1408.6,24.49,2410.0,5891.69,0,replenish
2022-03-09,ATM_0029,Hawalli,4898.2,1313.95,174.21,2250.0,6040.61,0,replenish; data_gap (estimated)
2022-03-09,ATM_0032,Mubarak Al-Kabeer,3690.89,541.37,0.0,1530.0,4638.13,0,replenish
2022-03-09,ATM_0033,Kuwait City,5133.51,984.16,15.79,0.0,4153.15,0,
2022-03-09,ATM_0038,Kuwait City,4652.28,1030.88,10.47,1950.0,5586.36,0,replenish
2022-03-09,ATM_0043,Kuwait City,5099.27,1278.98,15.0,2700.0,6496.2,0,replenish
2022-03-09,ATM_0046,Ahmadi,5673.53,1406.32,30.4,1410.0,5772.03,0,replenish
2022-03-09,ATM_0049,Farwaniya,4496.17,985.81,21.95,1880.0,5370.53,0,replenish
2022-03-09,ATM_0050,Kuwait City,5564.16,967.35,5.0,2200.0,6876.09,0,replenish
2022-03-09,ATM_0056,Jahra,4300.77,963.57,24.3,1710.0,5026.31,0,replenish
2022-03-09,ATM_0060,Hawalli,5212.46,1335.94,13.34,2430.0,6312.86,0,replenish
2022-03-09,ATM_0063,Ahmadi,5516.31,1384.97,28.26,1390.0,5487.61,0,replenish
2022-03-09,ATM_0068,Kuwait City,3947.95,918.61,0.0,1360.0,4328.99,0,replenish
2022-03-09,ATM_0072,Hawalli,4053.58,1042.18,5.0,1100.0,4122.91,0,replenish
2022-03-09,ATM_0076,Mubarak Al-Kabeer,46376.78,797.88,14.8,0.0,45118.68,0,
2022-03-09,ATM_0077,Kuwait City,5985.39,2077.02,13.0,2240.0,6174.83,0,replenish
2022-03-09,ATM_0078,Jahra,4411.9,1026.27,189.28,0.0,3529.19,0,data_gap (estimated)
2022-03-09,ATM_0079,Hawalli,5301.07,1380.94,26.12,2870.0,6853.45,0,replenish
2022-03-09,ATM_0080,Jahra,6320.2,1198.55,19.39,0.0,5189.44,0,
2022-03-09,ATM_0082,Ahmadi,77235.12,785.78,0.0,0.0,76534.23,0,
2022-03-09,ATM_0087,Hawalli,4809.18,1339.88,13.28,1430.0,4863.19,0,replenish
2022-03-09,ATM_0090,Farwaniya,2698.28,689.09,5.0,1130.0,3147.99,0,replenish
2022-03-09,ATM_0091,Kuwait City,46402.68,1149.03,10.0,0.0,44668.56,0,
2022-03-09,ATM_0092,Ahmadi,4267.22,844.51,0.0,0.0,3382.99,0,
2022-03-09,ATM_0093,Kuwait City,4510.25,601.61,22.05,0.0,3910.52,0,
2022-03-09,ATM_0095,Farwaniya,3992.81,1033.28,22.66,2060.0,5109.0,0,replenish
2022-03-09,ATM_0097,Kuwait City,7449.74,1008.05,19.86,0.0,6505.97,0,
2022-03-09,ATM_0100,Kuwait City,3783.15,896.27,95.89,1430.0,4441.08,0,replenish; data_gap (estimated)
2022-03-09,ATM_0101,Hawalli,5015.61,1134.07,25.07,0.0,3851.93,0,
2022-03-09,ATM_0102,Ahmadi,3595.77,878.87,0.0,1910.0,4654.73,0,replenish
2022-03-09,ATM_0104,Farwaniya,6338.71,1074.39,16.28,0.0,5269.06,0,
2022-03-09,ATM_0106,Farwaniya,3841.21,680.37,10.57,0.0,3132.71,0,
2022-03-09,ATM_0107,Hawalli,4571.15,1025.91,14.42,0.0,3547.25,0,
2022-03-09,ATM_0108,Mubarak Al-Kabeer,5593.59,1305.27,20.0,2550.0,6869.6,0,replenish
2022-03-09,ATM_0114,Farwaniya,4072.94,1063.78,25.18,1060.0,4091.09,0,replenish
2022-03-09,ATM_0117,Kuwait City,6611.42,1161.07,5.0,0.0,5477.14,0,
2022-03-09,ATM_0123,Kuwait City,36787.69,912.59,11.44,0.0,36279.72,0,
2022-03-09,ATM_0125,Farwaniya,4506.5,804.35,32.46,1280.0,4989.69,0,replenish
2022-03-09,ATM_0130,Kuwait City,5421.16,1292.25,23.48,0.0,4134.91,0,
2022-03-09,ATM_0133,Mubarak Al-Kabeer,4223.83,738.84,37.73,0.0,3536.93,0,
2022-03-09,ATM_0134,Kuwait City,3051.53,637.27,0.0,1070.0,3533.17,0,replenish
2022-03-09,ATM_0138,Jahra,2778.61,587.39,0.0,1750.0,3923.76,0,replenish
2022-03-09,ATM_0139,Mubarak Al-Kabeer,4083.15,1039.54,10.0,1920.0,4949.93,0,replenish
2022-03-09,ATM_0145,Farwaniya,5680.81,1178.45,48.29,0.0,4598.71,0,
2022-03-09,ATM_0148,Kuwait City,6972.19,1584.3,37.6,1620.0,7022.55,0,replenish
2022-03-09,ATM_0150,Kuwait City,4699.9,1219.83,10.29,1940.0,5405.96,0,replenish
2022-03-09,ATM_0153,Hawalli,3340.61,516.45,13.21,0.0,2831.48,0,
2022-03-09,ATM_0154,Kuwait City,4204.2,701.82,8.46,0.0,3500.92,0,
2022-03-09,ATM_0155,Ahmadi,4419.61,919.12,7.49,0.0,3492.97,0,
